0,24,1454,14,7,7571,0,12624,44,20450,12625,11,11701,20451,12625,922,202,92,0,0,0,
0,12943,4905,530,44,870,0,4905,14,0,391,99,11,155,4,59,0,0,0,0,0,
1,200,22,7965,186,988,2798,2564,0,25,31,50,45,9,45,265,0,725,1,54,12,
4,493,154,129,90,493,100,900,12697,12129,607,7366,12697,31,367,0,0,0,0,0,0,
4,127,1,28,349,532,532,1882,526,18727,55,0,0,0,0,0,0,0,0,0,0,
4,19,1147,300,49,30,591,428,12,7175,0,0,0,0,0,0,0,0,0,0,0,
2,20393,999,573,20394,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,11678,104,0,8847,8,1549,461,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,20242,2698,196,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,339,5320,0,14,5320,19,93,22,21486,1491,0,0,0,0,0,0,0,0,0,0,
2,132,22554,1,0,1453,7,22555,175,3,313,93,2670,793,212,137,6626,1015,0,0,0,
3,5,2,9719,5547,354,70,7,1701,4944,21734,836,76,182,109,41,9719,5547,354,0,0,
1,689,12,21,114,3,258,28,3,6668,779,247,535,713,3,24,1311,0,5622,291,0,
4,19,1,80,1271,905,96,149,62,1247,96,9,431,96,15,4,120,80,1271,20138,0,
2,868,4231,8,45,1,16,45,240,0,868,4231,1483,589,1,54,12,21,42,0,0,
2,131,0,5581,6479,23,54,860,6480,3,108,2,21042,4,14,330,106,0,0,0,0,
0,4332,9382,44,0,2963,728,1042,5,20297,1061,0,4332,9382,235,0,728,3909,0,1284,0,
3,1865,12495,12496,1845,0,866,211,9335,594,12495,12496,1845,0,866,211,5203,15,1300,3,0,
0,21610,1619,530,108,7439,21611,1277,21612,288,7774,931,21613,288,0,0,0,0,0,0,0,
2,28,11478,25,22,5,2240,84,1462,17909,17910,1462,17911,26,17,3,37,389,0,0,0,
3,1496,19187,1088,2,457,89,0,1088,2920,199,533,6,0,0,0,0,0,0,0,0,
0,3855,2862,885,1115,308,111,309,9186,12288,11,309,9186,19613,198,0,0,0,0,0,0,
0,13,3095,2,22,7132,10,51,22,2867,18290,18291,10,1,331,130,29,506,70,0,0,
2,4,113,21,262,2713,11,19207,475,2,19208,19209,19210,19211,19212,0,0,0,0,0,0,
0,4224,8,22,3820,92,3820,199,30,4224,863,203,392,848,118,3821,3820,0,0,0,0,
3,13335,11,12,2161,44,13335,3986,3,24,36,1842,0,9818,0,0,0,0,0,0,0,
1,19378,1395,2034,771,2,19379,27,52,247,32,503,7357,6,108,247,49,0,0,0,0,
4,20076,54,17,379,20077,282,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,5,2,12475,5473,12475,5473,0,20089,2,48,0,0,0,0,0,0,0,0,0,0,
2,13,994,2733,22,5,0,10,221,128,2733,270,4229,1851,0,15,4,120,62,1656,676,
2,1500,5322,11960,0,40,3146,67,61,163,4102,547,45,3,5322,11960,0,3447,1750,11,3447,
2,947,2360,0,2771,112,296,175,3718,27,145,851,146,20729,7,636,29,1,0,24,0,
0,13049,0,1491,938,13049,89,7,36,938,71,1491,1,904,1569,28,2069,76,0,0,0,
3,18663,11848,279,3118,1463,7212,279,1402,0,0,0,0,0,0,0,0,0,0,0,0,
3,1023,427,3,8,143,1126,1927,333,37,131,1023,2153,3,12919,21101,0,0,0,0,0,
0,19989,1038,12443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,172,8,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,272,312,471,42,9,250,151,272,73,4,126,0,0,0,0,0,0,0,0,0,
0,1,0,445,83,1424,468,26,43,1099,1876,54,12,7220,320,23,16,1040,72,446,12,
0,47,72,138,16,254,9,32,4,337,180,0,16,38,24,3470,0,4721,56,233,19254,
4,9149,7370,9149,73,12204,179,96,1,512,12204,19445,3,186,31,3,19446,26,168,0,0,
2,1963,74,2682,4,5,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,9503,1825,50,21685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,9446,1674,225,3,6,965,225,3,1223,41,152,839,0,0,0,0,0,0,0,0,
1,9955,834,12,22846,5,99,17,3587,1232,0,0,0,0,0,0,0,0,0,0,0,
2,8,83,9581,21084,496,1382,1,21,496,4,41,1382,4,5,3489,0,0,0,0,0,
0,9681,449,1,593,9681,1993,31,1457,70,0,209,21519,21520,15,25,440,728,0,0,0,
0,22,6146,54,108,26,4309,54,338,6340,12,1465,0,0,0,0,0,0,0,0,0,
4,2242,134,490,96,44,0,11487,17929,697,7,50,9,0,0,0,0,0,0,0,0,
4,4,34,17,644,142,1,914,69,11963,0,961,1389,6,0,0,0,0,0,0,0,
0,391,487,0,348,742,764,9662,3527,2730,21440,1206,764,21441,21442,0,0,0,0,0,0,
1,114,33,636,11993,638,370,1874,2,19,359,4,2080,471,18976,0,0,0,0,0,0,
0,138,38,232,7362,19391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1135,7,6290,67,12067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,19,1003,20395,15,2,7563,0,1734,9413,2973,19,15,2,7563,0,0,0,0,0,0,
1,753,346,12146,9113,133,87,0,57,35,2291,753,9114,7154,547,743,10,0,0,0,0,
3,544,205,1949,11509,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,288,158,112,48,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,556,322,76,19861,12,12392,3216,19862,76,42,0,0,0,0,0,0,0,0,0,0,
4,23,20873,12825,3810,36,105,167,3,2246,887,569,0,210,188,3761,887,569,0,0,0,
1,157,114,1,159,45,3,1153,18364,18365,3,135,360,15,2,295,0,360,2,63,0,
0,18328,18329,18330,0,5231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,53,950,5274,290,3,950,7,106,482,1,23,2,5274,8,18529,1,18530,5275,192,0,
2,77,5994,91,2,8914,968,694,42,1,5994,91,39,479,54,12,74,167,91,446,0,
4,4594,18144,0,98,272,11,18145,1006,0,6035,1859,15,7,268,423,21,0,30,61,0,
0,19,810,11675,2,2688,11675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,293,1066,114,483,23,650,18349,1,33,599,2066,0,177,184,802,135,0,0,0,0,
4,23,0,597,1,231,3787,1569,3147,70,12552,597,118,1442,1,26,141,85,0,0,0,
3,979,2079,0,872,1708,36,9,1168,805,1227,6145,805,11888,678,1069,0,0,0,0,0,
4,597,110,1154,3,8,168,828,540,1154,310,540,116,634,1474,116,634,58,0,0,0,
0,12644,4,20487,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,12892,0,2683,11,12893,12892,0,2683,4,59,12893,4,59,0,0,0,0,0,0,0,
2,10035,0,422,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1342,2723,7878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,241,0,661,1509,875,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,
3,7211,0,325,19,18654,19,12,147,18655,25,147,18656,0,0,0,0,0,0,0,0,
4,38,20360,3240,20361,20362,795,266,2418,29,473,75,282,5472,20363,4336,535,0,0,0,0,
3,328,339,19605,19606,181,19607,6280,19608,2044,12286,0,0,0,0,0,0,0,0,0,0,
1,2921,1,889,715,12089,918,7319,1010,19213,101,149,5965,12,4222,103,1059,2278,2198,0,0,
1,5,2,2118,850,267,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,20997,112,27,1491,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,114,2340,4405,995,157,257,114,2340,195,4405,1959,995,13,60,157,0,0,0,0,0,
3,211,1597,21659,246,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,746,7,68,836,0,4325,2831,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,18258,64,3709,4,5,659,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,110,1154,3,158,252,4624,3,71,69,118,29,3410,372,3411,1271,905,1975,1,7,11711,
1,17866,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,18945,1635,67,255,3,5,5327,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,27,957,940,1,12,740,88,940,3247,3,8,957,0,0,0,0,0,0,0,0,
4,17831,17832,551,2233,49,0,17833,53,1002,11437,551,2233,3662,0,2357,7029,0,0,0,0,
1,19578,317,6277,5418,317,74,231,16,1216,0,19579,34,103,4268,10,0,99,0,0,0,
1,3597,3290,42,1,261,1480,219,643,3597,26,32,1613,1277,58,43,471,135,0,0,0,
0,833,171,5284,645,11820,158,337,41,7056,44,0,494,7196,0,24,5284,0,0,0,0,
3,2671,6011,93,7077,18047,18048,8741,3,604,1369,67,6011,6012,60,123,2,4105,0,0,0,
1,5493,398,1,16,128,61,1140,1275,12553,18,7534,6,1,709,58,62,2327,37,0,0,
0,13,61,1024,497,8,232,66,818,1,24,11936,0,1123,420,132,60,24,6157,0,0,
3,45,7372,11,2074,7372,123,24,356,8855,12211,11,3844,0,1766,710,947,0,0,0,0,
0,2278,127,1,232,61,19674,19675,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,864,3283,247,49,84,2757,15,93,39,3503,22711,310,7938,0,0,0,0,0,0,0,
3,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1083,3,11750,32,64,419,927,5,943,0,0,0,0,0,0,0,0,0,0,0,
0,1501,21237,4394,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,113,215,79,45,3,1586,1027,828,22196,55,358,4434,279,3249,6598,1721,0,0,0,0,
4,483,1,51,1594,20460,9,1,88,20461,791,11,9005,2528,893,3,2574,235,132,0,0,
2,148,50,4,197,20385,6081,17,7,20386,12559,0,0,0,0,0,0,0,0,0,0,
4,819,692,489,5,489,239,9385,373,107,23,2428,107,4629,151,7167,3,0,0,0,0,
3,3469,12136,1329,5375,0,19306,2,1625,0,3827,51,2731,0,12,19307,11856,4139,1329,0,0,
2,12035,3618,3306,78,409,3618,89,22,819,47,15,22,0,5,3618,3306,1,12,0,0,
2,3222,44,0,9268,9268,19905,19906,338,2,5,153,0,0,0,0,0,0,0,0,0,
2,930,2039,5154,8700,0,1941,11464,16,56,1941,17893,5154,8700,307,543,12,0,0,0,0,
1,2626,175,126,3,2626,3129,6013,0,164,175,3,41,126,43,346,22367,15,346,2,558,
0,18150,1960,0,498,72,11590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,9332,2317,2,20134,945,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,176,14,18285,0,153,2,5,337,6060,44,0,3681,6060,448,12,64,1968,0,0,0,
1,2687,13312,19,439,22100,22101,72,1202,157,1343,1074,0,0,0,0,0,0,0,0,0,
0,12918,4,34,21,619,29,9582,21089,196,522,20,0,0,0,0,0,0,0,0,0,
4,2190,729,22,472,795,23,2190,5980,22,5,795,66,10,6073,51,3102,0,0,0,0,
0,19754,8742,9234,256,822,5441,253,19755,218,81,14,0,9234,215,256,0,0,0,0,0,
4,1,2,264,544,47,3481,469,1180,495,0,9133,1870,96,8,28,1,7,688,0,0,
3,5137,5679,1974,870,5137,22116,25,8,550,0,0,0,0,0,0,0,0,0,0,0,
4,183,2914,19118,19119,13,169,36,105,19120,874,4,273,725,0,0,0,0,0,0,0,
1,536,525,6270,103,10,219,0,525,6270,19,1,24,413,194,784,15,365,0,0,0,
3,131,441,196,2,5,441,22724,199,22725,22726,101,198,2229,43,3263,9923,238,968,0,0,
3,12702,1586,1359,1194,6609,358,6610,1338,1338,0,0,0,0,0,0,0,0,0,0,0,
4,3790,9027,73,610,2240,0,1283,938,4699,42,0,0,0,0,0,0,0,0,0,0,
2,1,16,45,2547,3075,422,38,121,61,5,263,0,10,37,1,422,3764,3,462,0,
3,77,160,5669,4,5,622,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1,0,1609,1129,19817,2209,805,2952,4778,11924,805,12376,7436,73,0,0,0,0,0,0,
2,5269,7176,3731,42,5269,0,3731,3732,11769,104,8884,15,175,207,54,12,21,0,0,0,
4,9100,9101,8,290,13,9100,9101,8,290,9,0,0,0,0,0,0,0,0,0,0,
2,178,19940,31,12426,9283,2017,25,573,0,0,0,0,0,0,0,0,0,0,0,0,
1,3933,89,2,194,33,222,1,114,2335,3,7,114,6444,0,57,4,0,0,0,0,
1,19,3763,49,114,32,7,761,907,22742,1201,37,186,4,162,40,3763,49,1348,554,0,
0,48,1313,538,3116,0,1454,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,133,364,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,2,335,0,13201,3,635,87,344,607,2455,48,353,145,1,80,274,772,0,0,
4,1273,1770,14,129,71,194,14,55,464,23,19856,75,0,1770,96,58,0,0,0,0,
0,989,171,24,92,18482,0,2530,86,7169,0,11,2,5263,942,2530,7169,15,6108,0,0,
3,1,4773,7419,116,3497,3,1725,149,62,12336,4,405,3,32,4,5,550,0,0,0,
0,5,147,12344,92,1795,0,12344,163,4,327,0,0,0,0,0,0,0,0,0,0,
3,125,1546,3246,0,4923,215,103,10,0,388,56,262,61,666,39,824,1378,234,0,0,
4,1,0,156,285,87,3,13,108,253,4242,157,159,1595,3,0,0,0,0,0,0,
3,3239,44,236,22584,44,340,1419,130,1027,62,2117,36,105,101,0,0,0,0,0,0,
0,2001,11992,2001,18975,2,5,153,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,20927,20928,5428,1316,5563,3140,107,5,4570,5564,1122,20929,89,20930,6462,0,0,0,0,0,
3,7612,32,116,5324,20674,0,1129,1403,321,765,12728,20675,3,8709,0,0,0,0,0,0,
1,53,114,1,16,128,7,22527,296,49,143,4,114,0,7285,635,110,136,590,110,0,
4,4177,2060,2061,383,122,4177,2060,18738,0,40,3760,4,961,122,12,2532,105,167,85,122,
3,21230,21231,7716,2064,470,12959,21232,1536,399,21233,21234,1536,493,12959,21235,6498,0,0,0,0,
2,1,16,128,24,1252,0,14,20,20,20,1,0,272,487,524,7,1684,219,175,3,
3,1191,375,434,20,798,4727,45,0,2,358,19317,45,76,4622,3,678,20,6221,40,20,
4,8,12,5565,725,341,54,12,408,20943,3950,80,527,0,0,0,0,0,0,0,0,
1,864,175,3,24,126,4,5,254,17,365,6,1,24,10,113,136,442,35,82,0,
3,8,151,18461,244,11739,58,11740,9,448,80,24,6099,0,1007,0,0,0,0,0,0,
4,18147,489,7,78,790,9,173,1842,15,4,286,56,0,179,1028,2,11588,2056,0,51,
1,524,4,3692,12074,7207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,7111,3479,0,1601,120,1,16,88,873,1539,0,364,19381,2200,102,0,4741,9128,12,0,
2,156,7796,312,2953,0,4,278,122,325,220,6556,3,23,7,253,901,246,225,0,0,
4,1189,1349,9541,4846,14,9541,4846,2580,0,5561,3367,2,48,710,0,888,20910,9542,0,0,
0,7361,11,6235,78,24,356,970,7361,6235,0,885,3184,135,6235,1286,7361,314,12,0,0,
0,19,1,0,546,193,214,9,34,17,11646,8,193,546,0,0,0,0,0,0,0,
1,19888,4,5451,834,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,546,21377,2,5,1246,3445,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,38,47,1055,1,0,1341,191,127,1,997,2423,337,180,1,147,19452,2,0,0,0,
0,232,2750,22330,22331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,13,103,239,20029,800,197,0,3521,0,0,0,0,0,0,0,0,0,0,0,0,
3,620,9126,620,1,11,1,289,280,24,3833,789,162,9126,19371,4,0,9126,159,0,0,
0,1151,9132,3,5393,62,510,3,186,77,3837,7,510,0,57,1151,0,0,0,0,0,
1,2268,49,32,4147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,5250,11,1021,157,17,1604,311,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,507,11,2903,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1387,5235,84,43,387,64,1049,0,943,4,74,98,0,0,0,0,0,0,0,0,
3,337,326,105,45,3,12166,6375,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,34,21,3162,6647,0,89,254,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,5192,304,18170,7105,810,7106,4,751,6,0,0,0,0,0,0,0,0,0,0,0,
4,2492,17829,11435,8,35,25,7,50,806,96,1001,107,5,126,6,50,0,0,0,0,
2,20219,51,20220,10,68,241,124,287,3234,2454,0,0,0,0,0,0,0,0,0,0,
1,5245,0,2052,18,6089,6,18,35,963,74,3,0,0,0,0,0,0,0,0,0,
2,64,496,2437,6486,12920,4,21103,27,7,286,21104,4773,625,64,496,2437,6486,12920,0,0,
2,77,113,9930,1,22735,22736,0,1849,22737,7568,663,6149,7545,7939,144,1277,291,0,0,0,
4,3853,2415,2010,0,1601,99,23,2081,159,3196,9182,9183,13,447,644,1086,0,0,0,0,
4,12500,7514,41,9337,107,20155,20156,81,6272,429,17,107,36,105,9,12500,7514,0,0,0,
0,7148,169,22,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,17817,11,17818,0,4072,11,11431,15,1934,483,1669,443,0,0,0,0,0,0,0,0,
0,4708,232,20654,20655,20656,20657,20658,334,20659,20660,54,0,0,0,0,0,0,0,0,0,
0,2,11928,970,51,18844,970,48,3391,24,40,0,1796,0,0,0,0,0,0,0,0,
0,514,7893,13428,2936,22411,3605,1787,122,123,9263,0,37,2935,27,0,0,0,0,0,0,
0,129,324,673,188,7422,3869,4561,3208,2853,12343,3870,3871,6298,9221,9191,6299,9222,2853,3386,6299,
1,524,12622,0,321,10,391,6,1,524,238,12622,370,1,185,4,20448,0,20449,0,321,
3,16,91,35,3246,343,22768,2301,256,421,481,421,10,200,3246,4,22769,822,2136,0,0,
1,34,21,22763,82,22764,22765,94,7942,49,36,184,2,547,51,13542,0,0,0,0,0,
0,18576,11810,0,2,8910,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,53,20838,2775,12811,2819,60,194,269,8,20839,18,698,0,2742,915,481,1875,0,0,0,
0,7622,1127,12750,0,6196,19,11,227,3930,657,0,6196,2,22,4812,9251,0,0,0,0,
3,777,243,5,126,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,1,2,367,75,0,7042,18446,18447,187,282,3117,15,3413,1007,13,0,0,0,0,0,
4,1,0,304,281,5,14,63,821,2534,4648,26,101,189,24,126,535,93,7190,0,0,
2,19,1,0,933,120,146,4713,1,266,87,933,473,2455,1,1174,35,3708,0,0,0,
3,5306,351,1,150,1531,1,7,4207,3791,20,243,115,0,0,0,0,0,0,0,0,
3,4,5,1179,1107,0,499,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,537,0,238,13223,0,1725,190,2560,27,0,0,0,0,0,0,0,0,0,0,0,
4,53,9171,13,9171,344,0,118,3851,6,108,169,0,1412,9139,1030,0,0,0,0,0,
3,6202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,13066,3001,21452,50,4,2103,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,5403,9700,1054,5403,1345,9701,21622,1065,18,2326,9701,0,1246,21623,0,0,0,0,0,0,
2,7,3361,0,5988,5,164,17915,2827,3051,11482,437,0,380,25,74,105,24,0,0,0,
1,303,2449,41,717,3,186,1,177,58,2890,1,156,41,1924,1,26,2449,3,167,1,
2,60,221,13135,147,5,191,50,4,170,0,0,0,0,0,0,0,0,0,0,0,
3,125,12004,38,138,568,24,53,7281,2002,0,14,7265,2,78,63,2719,0,0,0,0,
1,1614,746,1966,0,943,1343,137,1128,42,0,0,0,0,0,0,0,0,0,0,0,
4,1,2,6032,13,328,275,5,46,6033,26,10,37,1,261,729,120,258,12,21,275,
4,19,23,513,178,0,941,242,15,513,0,0,0,0,0,0,0,0,0,0,0,
3,65,103,594,525,3112,3538,20291,0,2860,1298,81,20292,174,9004,0,0,0,0,0,0,
4,595,1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,8879,2529,1944,3,194,40,0,492,0,0,0,0,0,0,0,0,0,0,0,0,
3,2159,7117,754,3393,29,17,8798,7117,18218,1032,16,129,71,2,8,7117,0,0,0,0,
0,445,9187,2938,86,19614,688,266,9188,132,433,2938,2825,769,1289,2237,189,931,7401,0,0,
4,7553,9396,20343,20344,7102,5188,916,5190,5190,9397,12584,4335,20345,0,0,0,0,0,0,0,
